session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,Employment-Sector,First Language,Fluent languages,Industry,Nationality,Sex,Student Status
6124699d3df8d8d6e8ce334b,61212beefffd07317f07b55a,APPROVED,2021-08-24 03:38:08.146000,2021-08-24 03:46:09.560000,481.414,22,43,0,100,2021-08-25 15:48:16.441000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,Yes
612476804241ac935d23c87c,61137445c179a2570c7be95a,APPROVED,2021-08-24 04:33:17.538000,2021-08-24 04:40:34.861000,437.323,45,93,0,100,2021-08-25 15:48:16.521000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
61247b448b0174bfd0967596,6102d3c05c31cb5c38158b34,APPROVED,2021-08-24 04:53:27.454000,2021-08-24 05:00:17.573000,410.119,30,66,0,100,2021-08-25 15:48:16.592000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,Yes
6124827bac73a3025729f5da,610b88a14eed14f2b8b17b86,APPROVED,2021-08-24 05:24:28.625000,2021-08-24 05:31:48.212000,439.587,22,46,0,100,2021-08-25 15:48:16.666000,14E92B13,United States,United States,Part-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,Yes
612489c1a8c49007666b059e,610c24152939c927ad421fa9,APPROVED,2021-08-24 05:55:50.597000,2021-08-24 06:01:27.560000,336.963,29,72,0,100,2021-08-25 15:48:16.749000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
61248dbb31e287fd5cb5e5b1,60fd5178af4a40ee405f57cf,APPROVED,2021-08-24 06:12:15.236000,2021-08-24 06:21:20.068000,544.832,20,100,0,100,2021-08-25 15:48:16.843000,14E92B13,United States,United States,Part-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,Yes
61248f0bb7c4c971d19ac14d,60fc576e3a4df1ba622a76a1,APPROVED,2021-08-24 06:19:28.583000,2021-08-24 06:28:22.083000,533.5,21,46,0,100,2021-08-25 15:48:16.928000,14E92B13,United States,United States,Part-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,Yes
6124911180819530a3111489,6108bae61196a3bd6fc3a24b,APPROVED,2021-08-24 06:26:53.921000,2021-08-24 06:34:00.412000,426.491,27,294,0,100,2021-08-25 15:48:16.999000,14E92B13,United States,United States,Part-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
61249375eda863f07cca43cb,60fd0dd1b8b6c7057d178986,APPROVED,2021-08-24 06:36:41.967000,2021-08-24 06:48:28.826000,706.859,25,143,1,100,2021-08-25 15:48:17.097000,14E92B13,United States,United States,Full-Time,Social Sciences,Spanish,"English, Spanish",Primary/Secondary (K-12) Education,United States,Female,Yes
61249beaedeb89ca8b57c81d,60fccfdfca84a3d72d503c85,TIMED-OUT,2021-08-24 07:12:42.793000,,12404092.225773,23,65,0,100,,,United States,United States,Part-Time,Education & Training,English,"English, Spanish",Primary/Secondary (K-12) Education,United States,Female,Yes
61249c5bedf9cdaf8bc276bb,610dd9b10888c8a8801619d0,APPROVED,2021-08-24 07:14:35.607000,2021-08-24 07:23:00.766000,505.159,27,41,1,99,2021-08-25 15:48:17.191000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Male,No
61249e5461b211a50f01cf52,5a5547f9eedc3200014235ed,APPROVED,2021-08-24 07:23:03.378000,2021-08-24 07:24:48.161000,104.783,42,411,5,98,2021-08-25 17:52:48.708000,14E92B13,United States,United States,DATA EXPIRED,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Male,DATA EXPIRED
6124b02eef0e3a1a1bbaa4f4,60fe250b3984cfdf32c05860,APPROVED,2021-08-24 08:39:16.181000,2021-08-24 08:47:18.383000,482.202,51,145,2,99,2021-08-25 15:48:17.276000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
6124b8dc821ea264d521c687,60fd4b01d7a25b34ca38a180,APPROVED,2021-08-24 09:16:14.236000,2021-08-24 09:21:36.461000,322.225,37,222,0,100,2021-08-25 15:48:17.370000,14E92B13,United States,United States,Part-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
6124ba6e3ea42872cacc2531,6116299415b3c97fce115cf2,APPROVED,2021-08-24 09:29:24.131000,2021-08-24 09:38:40.770000,556.639,,35,0,100,2021-08-25 15:48:17.446000,14E92B13,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED
6124bbe56f4981e16ee7d539,60fe7d3d92c313944b747465,APPROVED,2021-08-24 09:30:03.674000,2021-08-24 09:41:28.823000,685.149,,45,0,100,2021-08-25 15:48:17.525000,14E92B13,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED,DATA EXPIRED
6124beda88f305f2ed575c77,60fd5818ca3355de7e2d90d1,APPROVED,2021-08-24 09:41:50.017000,2021-08-24 09:48:40.787000,410.77,41,243,3,99,2021-08-25 15:48:17.599000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
6124c027bb95528d32272c25,5f2d53adba96c505ddce8cca,APPROVED,2021-08-24 09:47:22.780000,2021-08-24 09:51:28.371000,245.591,27,285,0,100,2021-08-25 15:48:17.669000,14E92B13,United States,United States,DATA EXPIRED,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Male,DATA EXPIRED
6124c1529c1580d6f064bea1,610838e9e68b5ba7d2717e63,APPROVED,2021-08-24 09:54:22.241000,2021-08-24 10:11:37.541000,1035.3,28,118,1,100,2021-08-25 15:48:17.751000,14E92B13,United States,United States,Full-Time,Education & Training,English,"Greek, English",Primary/Secondary (K-12) Education,United States,Female,No
6124c395526ecb5748de220a,60fef598fdc5d86a5918c7df,APPROVED,2021-08-24 10:01:59.825000,2021-08-24 10:09:38.491000,458.666,33,335,0,100,2021-08-25 15:48:17.835000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
6124c42693df12fbbf6b879a,60fee6ca918d04eb1c492078,APPROVED,2021-08-24 10:04:26.991000,2021-08-24 10:13:54.170000,567.179,27,306,2,99,2021-08-25 15:48:17.909000,14E92B13,United States,United States,Full-Time,Education & Training,English,English,Primary/Secondary (K-12) Education,United States,Female,No
